"(0,0)",1,LEFT,-50.096
"(0,1)",1,LEFT,0.0
"(0,2)",1,LEFT,42.328
"(0,3)",1,LEFT,41.489
"(0,4)",1,LEFT,40.922
"(0,5)",1,LEFT,41.58
"(0,6)",1,LEFT,40.942
"(0,7)",1,LEFT,40.322
"(0,8)",1,LEFT,0.0
"(0,9)",1,LEFT,99.9
"(1,0)",1,UP,-45.055
"(1,1)",1,UP,-8.878
"(1,2)",1,UP,36.503
"(1,3)",1,UP,39.371
"(1,4)",1,UP,0.0
"(1,5)",1,UP,40.942
"(1,6)",1,UP,40.384
"(1,7)",1,UP,39.837
"(1,8)",1,UP,0.0
"(1,9)",1,UP,99.9
"(2,0)",1,RIGHT,-15.574
"(2,1)",1,RIGHT,-12.503
"(2,2)",1,RIGHT,0.0
"(2,3)",1,RIGHT,1.454
"(2,4)",1,RIGHT,0.954
"(2,5)",1,RIGHT,6.534
"(2,6)",1,RIGHT,7.938
"(2,7)",1,RIGHT,9.678
"(2,8)",1,RIGHT,13.576
"(2,9)",1,RIGHT,22.783
"(3,0)",1,DOWN,-11.826
"(3,1)",1,DOWN,-16.989
"(3,2)",1,DOWN,-23.466
"(3,3)",1,DOWN,-31.912
"(3,4)",1,DOWN,-33.484
"(3,5)",1,DOWN,-38.037
"(3,6)",1,DOWN,-37.224
"(3,7)",1,DOWN,-50.275
"(3,8)",1,DOWN,-58.306
"(3,9)",1,DOWN,-62.129
"(4,0)",1,RIGHT,-11.28
"(4,1)",1,RIGHT,0.0
"(4,2)",1,RIGHT,0.0
"(4,3)",1,RIGHT,0.0
"(4,4)",1,RIGHT,0.0
"(4,5)",1,RIGHT,-40.451
"(4,6)",1,RIGHT,0.0
"(4,7)",1,RIGHT,0.0
"(4,8)",1,RIGHT,0.0
"(4,9)",1,RIGHT,0.0
"(5,0)",1,UP,-11.472
"(5,1)",1,UP,-13.764
"(5,2)",1,UP,-17.046
"(5,3)",1,UP,-21.647
"(5,4)",1,UP,-28.035
"(5,5)",1,UP,-36.852
"(5,6)",1,UP,-20.204
"(5,7)",1,UP,-15.701
"(5,8)",1,UP,-12.382
"(5,9)",1,UP,-20.418
"(6,0)",1,LEFT,-2.256
"(6,1)",1,LEFT,0.0
"(6,2)",1,LEFT,-6.305
"(6,3)",1,LEFT,-7.965
"(6,4)",1,LEFT,-10.126
"(6,5)",1,LEFT,-12.994
"(6,6)",1,LEFT,-12.532
"(6,7)",1,LEFT,-12.773
"(6,8)",1,LEFT,-11.478
"(6,9)",1,LEFT,-13.443
"(7,0)",1,UP,-3.371
"(7,1)",1,UP,-12.234
"(7,2)",1,UP,0.0
"(7,3)",1,UP,0.0
"(7,4)",1,UP,0.0
"(7,5)",1,UP,0.0
"(7,6)",1,UP,0.0
"(7,7)",1,UP,-12.663
"(7,8)",1,UP,0.0
"(7,9)",1,UP,0.0
"(8,0)",1,RIGHT,-51.051
"(8,1)",1,RIGHT,-55.639
"(8,2)",1,RIGHT,-59.979
"(8,3)",1,RIGHT,-59.169
"(8,4)",1,RIGHT,-57.95
"(8,5)",1,RIGHT,-55.001
"(8,6)",1,RIGHT,-52.44
"(8,7)",1,RIGHT,-49.004
"(8,8)",1,RIGHT,0.0
"(8,9)",1,RIGHT,-99.9
"(9,0)",1,RIGHT,-66.79
"(9,1)",1,RIGHT,-69.551
"(9,2)",1,RIGHT,-72.119
"(9,3)",1,RIGHT,-74.498
"(9,4)",1,RIGHT,-77.305
"(9,5)",1,RIGHT,-80.651
"(9,6)",1,RIGHT,-84.826
"(9,7)",1,RIGHT,-89.896
"(9,8)",1,RIGHT,-97.406
"(9,9)",1,RIGHT,-99.9
"(0,0)",2,DOWN,70.963
"(0,1)",2,LEFT,0.0
"(0,2)",2,UP,85.911
"(0,3)",2,LEFT,84.496
"(0,4)",2,RIGHT,77.312
"(0,5)",2,UP,78.339
"(0,6)",2,LEFT,77.187
"(0,7)",2,LEFT,76.065
"(0,8)",2,LEFT,0.0
"(0,9)",2,LEFT,99.9
"(1,0)",2,RIGHT,73.123
"(1,1)",2,RIGHT,78.666
"(1,2)",2,RIGHT,81.587
"(1,3)",2,UP,82.128
"(1,4)",2,UP,0.0
"(1,5)",2,UP,77.187
"(1,6)",2,UP,76.176
"(1,7)",2,UP,75.188
"(1,8)",2,UP,0.0
"(1,9)",2,UP,99.9
"(2,0)",2,DOWN,38.734
"(2,1)",2,UP,73.36
"(2,2)",2,RIGHT,0.0
"(2,3)",2,UP,80.23
"(2,4)",2,RIGHT,73.559
"(2,5)",2,UP,75.822
"(2,6)",2,UP,75.231
"(2,7)",2,UP,75.09
"(2,8)",2,UP,82.165
"(2,9)",2,UP,97.951
"(3,0)",2,DOWN,34.945
"(3,1)",2,LEFT,38.734
"(3,2)",2,LEFT,38.2
"(3,3)",2,UP,73.55
"(3,4)",2,UP,72.998
"(3,5)",2,UP,75.741
"(3,6)",2,UP,75.399
"(3,7)",2,UP,73.923
"(3,8)",2,UP,80.684
"(3,9)",2,UP,93.856
"(4,0)",2,RIGHT,34.964
"(4,1)",2,RIGHT,0.0
"(4,2)",2,RIGHT,0.0
"(4,3)",2,RIGHT,0.0
"(4,4)",2,RIGHT,0.0
"(4,5)",2,DOWN,71.952
"(4,6)",2,RIGHT,0.0
"(4,7)",2,RIGHT,0.0
"(4,8)",2,RIGHT,0.0
"(4,9)",2,RIGHT,0.0
"(5,0)",2,DOWN,38.923
"(5,1)",2,LEFT,38.387
"(5,2)",2,DOWN,80.682
"(5,3)",2,DOWN,83.655
"(5,4)",2,DOWN,82.093
"(5,5)",2,DOWN,74.125
"(5,6)",2,DOWN,72.553
"(5,7)",2,RIGHT,68.144
"(5,8)",2,DOWN,69.068
"(5,9)",2,LEFT,66.958
"(6,0)",2,DOWN,39.532
"(6,1)",2,LEFT,0.0
"(6,2)",2,DOWN,86.668
"(6,3)",2,LEFT,85.33
"(6,4)",2,LEFT,83.982
"(6,5)",2,DOWN,74.312
"(6,6)",2,DOWN,72.562
"(6,7)",2,RIGHT,68.047
"(6,8)",2,DOWN,69.057
"(6,9)",2,LEFT,66.95
"(7,0)",2,UP,38.769
"(7,1)",2,LEFT,36.989
"(7,2)",2,UP,0.0
"(7,3)",2,UP,0.0
"(7,4)",2,UP,0.0
"(7,5)",2,UP,0.0
"(7,6)",2,UP,0.0
"(7,7)",2,UP,67.147
"(7,8)",2,UP,0.0
"(7,9)",2,UP,0.0
"(8,0)",2,UP,38.055
"(8,1)",2,UP,36.592
"(8,2)",2,LEFT,36.055
"(8,3)",2,UP,37.581
"(8,4)",2,RIGHT,43.313
"(8,5)",2,UP,45.232
"(8,6)",2,UP,52.131
"(8,7)",2,UP,64.707
"(8,8)",2,RIGHT,0.0
"(8,9)",2,RIGHT,45.624
"(9,0)",2,UP,37.382
"(9,1)",2,UP,36.186
"(9,2)",2,UP,35.807
"(9,3)",2,UP,37.47
"(9,4)",2,UP,42.441
"(9,5)",2,UP,45.135
"(9,6)",2,UP,52.027
"(9,7)",2,UP,63.754
"(9,8)",2,LEFT,64.205
"(9,9)",2,LEFT,60.34
"(0,0)",3,DOWN,78.397
"(0,1)",3,LEFT,0.0
"(0,2)",3,UP,86.222
"(0,3)",3,LEFT,84.839
"(0,4)",3,LEFT,83.73
"(0,5)",3,UP,84.112
"(0,6)",3,LEFT,82.899
"(0,7)",3,LEFT,81.877
"(0,8)",3,LEFT,0.0
"(0,9)",3,LEFT,99.9
"(1,0)",3,RIGHT,80.651
"(1,1)",3,RIGHT,82.116
"(1,2)",3,UP,84.569
"(1,3)",3,UP,82.757
"(1,4)",3,UP,0.0
"(1,5)",3,UP,82.899
"(1,6)",3,LEFT,81.976
"(1,7)",3,LEFT,82.387
"(1,8)",3,UP,0.0
"(1,9)",3,UP,99.9
"(2,0)",3,UP,79.737
"(2,1)",3,UP,80.898
"(2,2)",3,RIGHT,0.0
"(2,3)",3,UP,81.413
"(2,4)",3,LEFT,79.299
"(2,5)",3,UP,81.619
"(2,6)",3,UP,82.361
"(2,7)",3,RIGHT,94.919
"(2,8)",3,RIGHT,98.011
"(2,9)",3,UP,99.693
"(3,0)",3,RIGHT,78.626
"(3,1)",3,UP,79.551
"(3,2)",3,RIGHT,78.147
"(3,3)",3,UP,79.185
"(3,4)",3,RIGHT,80.511
"(3,5)",3,UP,81.73
"(3,6)",3,LEFT,82.002
"(3,7)",3,RIGHT,92.717
"(3,8)",3,RIGHT,94.876
"(3,9)",3,UP,96.946
"(4,0)",3,DOWN,78.472
"(4,1)",3,RIGHT,0.0
"(4,2)",3,RIGHT,0.0
"(4,3)",3,RIGHT,0.0
"(4,4)",3,RIGHT,0.0
"(4,5)",3,UP,79.463
"(4,6)",3,RIGHT,0.0
"(4,7)",3,RIGHT,0.0
"(4,8)",3,RIGHT,0.0
"(4,9)",3,RIGHT,0.0
"(5,0)",3,DOWN,79.514
"(5,1)",3,RIGHT,82.629
"(5,2)",3,RIGHT,83.724
"(5,3)",3,DOWN,84.418
"(5,4)",3,LEFT,83.444
"(5,5)",3,LEFT,82.156
"(5,6)",3,LEFT,82.484
"(5,7)",3,LEFT,81.477
"(5,8)",3,UP,81.122
"(5,9)",3,LEFT,78.868
"(6,0)",3,LEFT,80.18
"(6,1)",3,LEFT,0.0
"(6,2)",3,DOWN,87.044
"(6,3)",3,LEFT,85.744
"(6,4)",3,LEFT,84.494
"(6,5)",3,LEFT,83.254
"(6,6)",3,LEFT,83.354
"(6,7)",3,LEFT,82.059
"(6,8)",3,UP,81.184
"(6,9)",3,LEFT,78.918
"(7,0)",3,UP,78.853
"(7,1)",3,LEFT,76.615
"(7,2)",3,UP,0.0
"(7,3)",3,UP,0.0
"(7,4)",3,UP,0.0
"(7,5)",3,UP,0.0
"(7,6)",3,UP,0.0
"(7,7)",3,UP,80.985
"(7,8)",3,UP,0.0
"(7,9)",3,UP,0.0
"(8,0)",3,UP,77.68
"(8,1)",3,LEFT,76.557
"(8,2)",3,RIGHT,74.901
"(8,3)",3,RIGHT,75.692
"(8,4)",3,RIGHT,76.44
"(8,5)",3,RIGHT,78.34
"(8,6)",3,RIGHT,79.118
"(8,7)",3,UP,79.836
"(8,8)",3,RIGHT,0.0
"(8,9)",3,DOWN,78.579
"(9,0)",3,UP,76.55
"(9,1)",3,LEFT,75.656
"(9,2)",3,RIGHT,76.549
"(9,3)",3,RIGHT,77.774
